# Data is copyright of Lavanya Gupta @ https://www.kaggle.com/lava18/google-play-store-apps,,
Last Updated,Current Ver,Android Ver
26-Mar-18,3.5,4.1 and up
16-Jul-18,Varies with device,Varies with device
15-Jun-18,1.6.4,4.3 and up
5-Jun-18,1.3,4.1 and up
27-May-18,1.4.0,4.1 and up
1-Jul-16,1.1,4.0 and up
6-Dec-17,1,4.0 and up
1-Feb-17,2,4.0 and up
14-Aug-17,1.3.0,4.2 and up
24-Apr-18,1.0.4,4.1 and up
26-Jun-18,2.6.1,5.0 and up
12-Jul-18,1.35.1,4.0.3 and up
8-Jul-18,7.0.0,4.0.3 and up
23-Jul-18,1.1,4.0 and up
24-Jan-18,1.2,2.1 and up
13-Apr-18,1.26,4.0 and up
22-Jul-18,3.3,4.0.3 and up
9-Feb-18,1.0.0.0,4.0 and up
18-Sep-17,1.1,4.0 and up
5-Sep-17,1.1,4.0 and up
15-Jan-18,2.0.0,4.0 and up
1-Aug-18,5.13.1,4.3 and up
5-Aug-18,1.1,4.2 and up
3-Aug-16,1,4.0.3 and up
23-Feb-17,1.0.0,4.0.3 and up
24-Jul-18,1.00.33,4.1 and up
14-Jun-18,1.1.7,4.0 and up
13-Jun-18,2,2.3 and up
9-Feb-18,0.8.0,4.0 and up
5-Jul-18,4.1.2,4.0 and up
8-Apr-17,2.4,4.1 and up
9-Jun-18,1.1.2,4.0.3 and up
3-Aug-18,Varies with device,Varies with device
22-Sep-16,Varies with device,Varies with device
17-Apr-18,1.5.3,4.1 and up
6-Mar-18,1.2,4.0 and up
8-Mar-17,1.2,4.1 and up
19-Jan-18,1,4.4 and up
22-Sep-16,Varies with device,Varies with device
3-Jul-18,1.021.10,4.1 and up
27-Apr-18,1,4.1 and up
3-Aug-18,Varies with device,4.3 and up
10-Aug-17,1.1,4.1 and up
6-Mar-14,1.2.5,2.3 and up
6-Mar-18,1.0.1,4.0 and up
31-Jul-18,Cow V3.15,4.3 and up
3-Jun-16,1.1.8,2.3.3 and up
12-Oct-17,1.0.5,4.0 and up
23-Aug-17,3.4.0,4.1 and up
19-Oct-17,13,2.3.3 and up
9-Jul-18,2.1.9,5.1 and up
26-Jul-18,4.2.1.4174,4.1 and up
29-Jun-16,1.0.3,4.0 and up
1-Jun-18,Cow V3.11,4.1 and up
22-Feb-17,1.3.2,4.0 and up
18-Jul-18,7.2.2,4.1 and up
24-Jul-18,11.17.4.1024,4.1 and up
16-Jul-18,5.0.0.1442,4.1 and up
31-Jul-18,Cow V3.15,4.3 and up
,,
4-Aug-14,1.5,2.2 and up
17-May-16,1.1.6,4.0.3 and up
12-Jul-17,2.0.1,4.2 and up
5-Apr-18,5.2.002,4.1 and up
20-Jul-18,3.4.406,4.0.3 and up
26-Jun-18,5.1.2,3.0 and up
26-Jul-15,2.1,2.3.3 and up
11-Jul-18,1.0.136,6.0 and up
1-Aug-18,4.6.4,4.1 and up
4-Jul-18,1.0.08.73,4.0.3 and up
6-Feb-18,1,4.0 and up
17-Mar-17,Varies with device,Varies with device
6-Jul-17,1.1,5.0 and up
6-Jun-18,2.7.0,4.1 and up
3-Sep-17,Varies with device,Varies with device
7-Oct-16,1,2.3 and up
22-Dec-16,1.6.2,4.0 and up
14-Mar-18,2,4.3 and up
7-Mar-18,2,4.3 and up
24-Oct-17,0.9.16,Varies with device
2-Aug-18,1.0-a22936.127,5.0 and up
17-Mar-18,2,4.3 and up
4-Jun-18,1.0.3,4.1 and up
15-Sep-17,2.1,2.3 and up
5-Jul-18,3.3.2,4.0.3 and up
6-Mar-18,2,4.3 and up
15-Mar-18,2,4.3 and up
26-Jun-18,3.0.10,4.0.3 and up
7-Mar-18,2,4.3 and up
22-Feb-18,Varies with device,Varies with device
28-Aug-15,Varies with device,Varies with device
30-Jan-18,3.1.1,2.3 and up
17-May-18,2.7,6.0 and up
15-Mar-18,2,4.3 and up
24-Jun-15,2,2.2 and up
17-Mar-18,2,4.3 and up
10-Mar-18,2,4.3 and up
4-Sep-13,Varies with device,Varies with device
1-Aug-18,8.2.0.84,4.0 and up
31-May-17,3.9.4,4.0.3 and up
8-Oct-16,1,2.3 and up
6-Apr-17,1,4.0.3 and up
30-Mar-18,3.1.0.2,4.3 and up
27-Jun-18,4.8.0,4.1 and up
4-Jun-18,2.5.21,Varies with device
16-Jul-18,3.8.1,4.1 and up
6-Jun-15,1.2.2,3.0 and up
20-Sep-17,Varies with device,4.0 and up
15-Jul-15,1,2.2 and up
16-Nov-17,3.6.46,Varies with device
5-Feb-18,Varies with device,Varies with device
20-Oct-15,1.3.9b,4.3 and up
14-Feb-17,5,3.0 and up
5-Apr-18,10,4.1 and up
24-Dec-17,7.0.1,4.3 and up
11-Apr-18,Varies with device,Varies with device
8-Feb-16,Varies with device,Varies with device
8-Jun-18,2.1,5.0 and up
12-Oct-15,1.2.1,2.3.3 and up
3-Aug-18,1.6.1,4.1 and up
,,
12-Sep-14,2,2.2 and up
4-Jul-17,1.5.0,4.4 and up
26-May-18,1.0.6,4.1 and up
8-Feb-18,1.2.3,4.0 and up
25-May-18,0.1,4.1 and up
28-May-18,0.1,4.1 and up
21-Oct-17,1.5.2,3.0 and up
11-Nov-15,1.0.9,3.0 and up
,,
1-Dec-17,1,4.1 and up
22-Oct-17,1.3.3,4.2 and up
26-Jun-18,1.1,4.1 and up
8-Jul-17,1,4.1 and up
26-Jun-18,1.0.5,4.1 and up
15-Feb-18,1.0.5,4.4 and up
4-Jun-18,3_1,4.4 and up
10-Oct-17,1.0.2,4.3 and up
19-Dec-16,1.3.2,3.1 and up
6-Jun-18,1.0.7,4.1 and up
4-Jan-18,1.0.0,4.1 and up
22-Feb-18,1.2,4.0.3 and up
26-Nov-12,1.0.6,2.1 and up
25-Nov-17,1,4.0.3 and up
31-May-18,1.0.0,4.0 and up
9-Jul-18,1.0.2,4.3 and up
12-Jul-18,1.6(3)-demo,4.0.3 and up
14-Jul-17,1,4.0.3 and up
23-Feb-15,3,2.3.3 and up
,,
14-Sep-17,2.04,4.1 and up
1-Dec-16,1.1,2.3 and up
28-Feb-18,1.3,4.0.3 and up
2-Aug-18,Varies with device,Varies with device
16-Feb-17,1.3,4.1 and up
4-Apr-18,1.7,4.1 and up
31-Aug-15,1.0.0,4.0 and up
26-Jan-18,5.0.3,4.2 and up
14-Sep-17,1.2,4.0 and up
27-Sep-17,1.1,4.2 and up
13-Jul-18,1.0.142,4.0.3 and up
25-Jun-18,Varies with device,Varies with device
3-Feb-17,2.6,4.0 and up
6-Jul-15,1.0.2,2.3 and up
4-May-18,1.0.261,2.3 and up
16-Feb-18,1.2,4.1 and up
21-May-18,1.6.2,4.1 and up
27-Oct-15,3.0.0,2.1 and up
15-May-17,2.2,5.0 and up
,,
11-Sep-17,1.1,4.0 and up
26-Dec-17,1.0.0,4.4 and up
29-Jul-18,3,2.3 and up
23-Jan-18,1.06,2.3 and up
30-Jul-18,3,2.3 and up
21-Jul-16,1,4.1 and up
17-Feb-18,1.0.2,4.1 and up
14-Mar-17,1.3.1,4.0.3 and up
10-Dec-17,1.0.0,4.3 and up
21-Dec-15,1,2.3 and up
13-Jul-18,1,4.1 and up
17-Mar-15,1.0.3.1,4.0 and up
9-Jul-18,4.2.2,4.1 and up
7-Jul-18,1,4.1 and up
17-Jul-18,Varies with device,Varies with device
12-Sep-16,1,2.2 and up
17-Jul-18,Varies with device,Varies with device
30-Jan-18,1,4.0 and up
22-May-18,1.1.1,4.4 and up
13-Dec-17,10.6,4.2 and up
23-May-18,1.2,4.4 and up
11-Jul-18,1,4.0.3 and up
9-Jul-18,1,4.1 and up
16-Jul-18,Varies with device,Varies with device
31-Oct-17,1.1.0,4.0 and up
23-Feb-17,1.4,4.1 and up
3-Feb-17,2,4.2 and up
2-Jul-18,1.0.0.0,4.1 and up
5-Aug-16,4.0.1,4.0.3 and up
9-Jul-18,2,4.0 and up
24-Jul-18,Varies with device,Varies with device
24-May-18,11.0.0,4.0 and up
31-May-18,2.1,4.0 and up
19-Dec-17,1.0.10,2.2 and up
11-Jun-18,2.4,4.1 and up
25-Jul-18,1.4.3,4.0.3 and up
2-Aug-18,Varies with device,5.0 and up
31-Dec-16,1.4,4.4 and up
9-Jul-18,2.0.0(9),4.0.3 and up
16-Mar-17,4.1.4,5.0 and up
2-Aug-18,4.1.0,4.4 and up
28-Aug-15,2.2,5.0 and up
5-Oct-16,1.0.5,4.1 and up
19-Mar-18,1,5.0 and up
12-Oct-17,2.9.0,4.1 and up
11-Apr-16,1,2.2 and up
6-Mar-18,5.805.180306,4.1 and up
5-Apr-18,4.2.31,4.2 and up
7-Jul-18,1.9,4.1 and up
23-Jul-18,1,4.4 and up
24-May-18,1.4,3.2 and up
17-Apr-14,Varies with device,Varies with device
25-May-18,1.2.1,4.1 and up
5-Apr-18,4.2.31,4.2 and up
5-Jun-18,1.0.15,4.1 and up
27-Jun-18,3.8.0,4.1 and up
16-Jul-18,7.9.2.6,4.4 and up
18-Feb-17,2.1.5,4.0 and up
2-Apr-15,1.0.10,4.0 and up
13-Jun-17,3.0.830,4.0 and up
7-Nov-17,4.7,4.1 and up
2-Apr-18,3.4.4,4.2 and up
2-Aug-18,1.0.4,4.1 and up
18-Oct-17,1.6,4.4 and up
7-Mar-17,16.51.1,2.3 and up
15-Feb-18,6.0.3,4.4 and up
28-Nov-17,9.1.284,4.1 and up
13-Aug-15,2.1,3.0 and up
23-Mar-17,1,2.3.3 and up
6-Apr-17,6.0.19,4.1 and up
5-Jun-18,1.5,4.0 and up
17-May-18,1.0.19,4.1 and up
24-Jul-18,1.0.4,4.0.3 and up
3-Jun-16,3.0.0,4.1 and up
20-Jun-18,6.3.4,4.0.3 and up
28-Mar-16,1.9,3.2 and up
18-Aug-16,1.0.1,4.1 and up
24-Jul-18,4.2,4.4 and up
,,
,,
26-Apr-18,1.6.0.0,4.0 and up
16-Nov-15,1.3.3,2.3 and up
22-Jul-18,1.2.1,4.0.3 and up
8-Jun-16,1.0.3,4.0 and up
8-Feb-17,1.0.4,2.3 and up
27-Jun-18,2.2.0,4.1 and up
22-Mar-16,1.0.4,2.3 and up
2-Jul-17,1.1,4.0.3 and up
31-Jan-18,1,4.0.3 and up
22-Jul-18,2.0.5,4.1 and up
13-Aug-16,1,4.0.3 and up
30-May-16,1.1,2.2 and up
19-Jul-16,0.0.1,4.1 and up
28-Nov-17,1.0.2,2.3 and up
3-Mar-17,1.2,2.3 and up
30-May-17,1.0.0,2.3 and up
25-Feb-18,1.0.0,2.3 and up
29-Nov-17,6,4.0.3 and up
5-Jan-18,1.0.5,4.4 and up
31-Oct-17,1.3,4.1 and up
23-Sep-15,1,1.6 and up
2-Jan-18,1.0.23,2.3 and up
14-Jun-18,1.2.1,5.0 and up
,,
24-Feb-18,1,2.3 and up
30-Jul-18,1.8,4.2 and up
7-Jun-17,5.5.2,4.0 and up
6-Jul-18,1,4.2 and up
18-Apr-18,1.1.1,4.0.3 and up
1-Dec-17,1,4.0 and up
16-Jul-17,1.0.2,5.0 and up
2-Nov-15,1.1,2.3 and up
15-Apr-16,1,3.0 and up
26-Jul-18,4.0.4,4.1 and up
25-Feb-17,4.1.1,4.0 and up
2-Aug-18,3.4.4,4.1 and up
10-Apr-18,7.8.0,5.0 and up
7-Feb-18,1.9.6.6,4.0.3 and up
28-Jul-18,1.0.1,4.4 and up
18-Jul-18,Varies with device,Varies with device
7-Jun-18,2.2,4.1 and up
1-Aug-18,1.246,4.1 and up
10-Jul-18,1.5,4.0.3 and up
2-Aug-18,0.1.801,2.3 and up
3-Aug-18,2.0.38,4.0.3 and up
27-Jul-18,8.0.226,4.4 and up
18-Feb-15,2.1,2.3 and up
14-Mar-18,2.6.12,4.1 and up
15-Aug-13,1.48,2.0 and up
10-May-18,3.2,4.0.3 and up
,,
18-Jul-18,4.4.7,Varies with device
5-Oct-15,3.6,2.2 and up
8-Oct-15,1,4.1 and up
19-Feb-16,3,2.2 and up
19-Jan-16,1.2,4.1 and up
25-Jun-18,3.3.8,4.0 and up
9-Oct-17,2.0.0,4.4W and up
22-Apr-17,2.7,3.2 and up
30-Sep-16,3.0.0,4.0 and up
10-Jul-18,6.3.16,4.0.3 and up
31-May-18,10.1.0,5.0 and up
13-Jul-18,7,4.0 and up
21-Jun-18,4.1.0,4.0.3 and up
9-Apr-12,1,2.1 and up
9-Apr-12,1,2.1 and up
1-Feb-18,2.1.3,5.0 and up
10-Jan-18,1,4.0.3 and up
12-Oct-17,Final,4.0 and up
24-May-18,Varies with device,Varies with device
2-Aug-16,1.7,4.0 and up
10-Jul-17,3.5,4.1 and up
17-Apr-18,1.2,4.2 and up
8-Dec-17,3.1,4.4 and up
22-Jun-18,Varies with device,4.4 and up
8-Nov-17,1,4.1 and up
12-Jul-18,4.5.2,4.4 and up
19-Jan-15,1.2,4.0 and up
17-Jan-18,1.1.0,4.0 and up
12-Jul-18,4.5.2,4.4 and up
25-Jan-18,6.0.2,4.4 and up
3-Aug-18,Varies with device,Varies with device
12-Jan-16,1,4.2 and up
28-Jun-15,1,2.2 and up
3-Jul-18,1.6.7.1,4.1 and up
23-Apr-18,Varies with device,4.0.3 and up
12-Apr-17,2.2,4.0.3 and up
20-May-18,4.2.1,4.1 and up
23-Feb-18,1.5.1,4.1 and up
19-Jul-18,1.5.0,5.0 and up
20-Dec-17,6.5,4.0 and up
16-May-16,Varies with device,Varies with device
5-Jul-18,5.2.4,4.1 and up
29-Apr-17,1.3,4.0 and up
,,
12-Sep-16,1,4.1 and up
11-Jun-18,7.3,4.0 and up
1-Aug-18,1.3,4.2 and up
4-Dec-15,1,4.1 and up
20-Mar-18,1.5,4.0.3 and up
4-May-18,1.2,4.1 and up
1-Aug-18,2.4,4.1 and up
,,
8-Oct-16,1,3.0 and up
22-Jun-16,1.2,4.0.3 and up
15-Mar-17,3.15317,3.0 and up
17-Jul-18,2.3.14,4.3 and up
3-Jan-17,1.2,4.1 and up
6-Jul-17,1.2,4.1 and up
13-Apr-18,1.1,4.0.3 and up
16-Oct-17,2,4.2 and up
1-Aug-18,1.3.13,4.3 and up
15-Jan-18,3,4.0.3 and up
29-Nov-17,9,4.0.3 and up
7-Oct-17,3,4.0.3 and up
5-Aug-16,0.0.5,4.0 and up
4-May-15,1.1,4.0 and up
15-Jul-16,3.7.5,2.0 and up
9-Jul-18,1.8.3,4.1 and up
3-Apr-18,Varies with device,Varies with device
7-Jun-18,2.4,4.0 and up
11-Jul-18,3.4,4.0 and up
7-Oct-15,1.1,3.0 and up
18-Jul-18,1.1.15.12,4.4 and up
12-Jun-18,1,4.0 and up
13-Sep-15,3.0.1,2.3.3 and up
3-Aug-18,Cow V3.15,4.3 and up
13-Jul-17,1,4.1 and up
31-Jul-18,Cow V3.15,4.3 and up
31-Jul-18,Cow V3.15,4.3 and up
22-Jul-17,1,3.2 and up
,,
19-Jun-18,2.1,4.0.3 and up
4-Jul-18,2,4.1 and up
8-Oct-15,1,4.1 and up
9-Mar-18,1.2,4.0.3 and up
2-Aug-18,1.2.1,4.1 and up
12-Apr-17,1.5,2.3 and up
12-Sep-17,Varies with device,Varies with device
11-Jul-18,1.2.9,4.4 and up
12-Dec-16,1.8.0,4.0.3 and up
31-Jul-18,6.9.031,4.1 and up
10-Nov-16,1.2,4.4 and up
31-Jul-18,1.4.7,4.0.3 and up
30-Mar-18,1.7,4.1 and up
20-Mar-18,3.6,2.3 and up
1-Jan-18,2.5.1,4.0 and up
12-Mar-18,2.2.1,4.2 and up
26-May-16,1.3,4.0 and up
1-Feb-17,1.07,4.0 and up
28-Feb-18,6.6,4.0 and up
19-Sep-17,6.5,2.2 and up
3-Aug-18,1.2.14,4.1 and up
27-Jan-16,1.2,3.2 and up
26-Jul-18,7.4,4.1 and up
4-Jun-18,Varies with device,Varies with device
19-Oct-17,3,4.0 and up
15-Jun-18,3.0.10,4.0 and up
19-Jul-17,1.0.499,5.0 and up
16-Jan-16,1,2.3 and up
29-Jan-16,1.08,4.0.3 and up
12-Nov-14,v1.0,2.3 and up
19-Apr-18,4.2.1,4.0.3 and up
30-Mar-18,2.4,4.1 and up
23-Jul-18,2.12.5,4.1 and up
17-Nov-17,1.1.5,4.3 and up
26-Jul-18,11.1.1.179661,4.1 and up
1-Aug-18,16.7.1,4.4 and up
27-Oct-17,2.1.0,4.0.3 and up
11-May-18,2.2.7,4.3 and up
5-Jan-17,1.3.1,4.0 and up
19-Jul-18,1.401,4.0 and up
,,
24-Jan-18,2.0.8,4.4 and up
1-Nov-16,3.0.4,4.0 and up
23-Mar-17,1.00.10,4.0 and up
20-Oct-15,1.1.8,2.3.3 and up
7-Apr-18,1,2.3.3 and up
4-Sep-17,1.4,4.0.3 and up
19-Dec-17,2,4.0 and up
17-Dec-17,1.7,4.0.3 and up
1-Nov-17,1.1,4.0.3 and up
18-Jun-15,4.7,3.0 and up
11-Jul-18,1.3,4.0 and up
21-Jun-18,1.4,4.2 and up
18-Jun-18,1.5,4.1 and up
29-Nov-17,2.1,4.3 and up
31-Mar-15,1.2.5,2.3.3 and up
9-Jun-15,3,3.0 and up
17-Feb-17,3.6,2.3.3 and up
13-Feb-18,2.4.4,4.1 and up
2-Mar-17,5.1.6,2.3 and up
20-Apr-18,1.8,4.1 and up
2-Mar-17,5.1.6,2.3 and up
11-Jun-15,4.1,3.0 and up
17-Jun-15,4.5,3.0 and up
7-Nov-16,1,4.0 and up
18-Jun-15,4.6,3.0 and up
4-Apr-18,1,4.2 and up
5-May-18,1,2.3 and up
6-Mar-17,5.1.7,2.3 and up
9-Feb-17,1,4.1 and up
12-Mar-15,2.2,3.0 and up
18-Jun-15,5.1,3.0 and up
2-Jan-18,1.0.1,4.1 and up
22-Feb-16,1,4.0.3 and up
4-Oct-15,1.0.0,2.2 and up
14-Aug-17,Varies with device,Varies with device
,,
1-Feb-18,0.0.9,4.1 and up
28-Aug-16,1.1,2.3.3 and up
3-Jul-18,1.9.7,2.3 and up
2-Aug-17,1.1.0,4.0 and up
2-Jun-18,3.0.0,4.4 and up
26-Jul-17,2.1,4.0.3 and up
10-Jan-17,1.3,4.0.3 and up
28-Nov-17,1.3,5.0 and up
19-Jan-18,v2.0.02_prod,4.1 and up
23-Apr-17,8.0.1,4.4 and up
23-Apr-17,8.0.1,4.4 and up
22-Apr-14,9.7.753080,4.1 and up
21-Feb-18,1.3,4.1 and up
21-Dec-17,1,4.1 and up
27-Jun-18,2.1.1,4.4 and up
9-Nov-15,1.0.606877,5.0 and up
23-Jul-18,1.2,4.1 and up
9-Feb-16,1.0.0,3.0 and up
17-Jul-18,2.8.3,4.1 and up
21-Oct-17,1.2,4.1 and up
14-Jun-15,1.4.0,4.1 and up
8-Jan-18,3.7.17,4.1 and up
17-Feb-17,1.0.3,2.3 and up
23-Mar-17,1.2,3.0 and up
25-May-18,2.12.0,4.1 and up
10-Feb-18,1,4.1 and up
21-May-18,2,4.0 and up
22-Apr-18,1,4.1 and up
25-Feb-18,1,4.1 and up
20-Dec-17,1.1,4.0 and up
20-Sep-17,1,4.2 and up
26-Jun-18,1,4.1 and up
18-Jul-18,Varies with device,Varies with device
22-Jul-17,1,4.0.3 and up
25-May-18,Varies with device,Varies with device
8-Jun-18,1,2.3 and up
25-May-16,1.6,3.0 and up
18-Jul-18,2.42,4.1 and up
5-Jul-17,1.1.3,4.4 and up
27-Jul-18,Varies with device,Varies with device
13-Jun-18,2.0.0,4.1 and up
12-Nov-15,1.1.1,4.0 and up
10-Dec-17,1,4.1 and up
21-Jan-17,250,4.0 and up
22-Feb-18,1.0.11,3.2 and up
23-Mar-17,1.4.3,2.3 and up
3-Apr-18,3,2.3 and up
21-Feb-17,Varies with device,Varies with device
14-Jun-18,2.4.4,4.2 and up
28-Nov-16,1.1,2.3.3 and up
13-Jul-18,1.3.2,4.1 and up
12-Jul-17,Varies with device,2.0 and up
30-Jul-18,1,4.0.3 and up
30-Jul-18,8.2.0,4.0.3 and up
12-Jun-17,1.2,4.1 and up
11-Jun-15,2.0.0,3.0 and up
21-Mar-18,1.0.12,4.0.3 and up
19-Mar-17,2.55,3.0 and up
2-Oct-15,1.3,3.0 and up
30-May-18,1.0.3,4.1 and up
7-Jan-17,3,3.0 and up
13-Jun-18,3.55,4.0 and up
11-Jul-15,1.4.6,4.0 and up
26-Jul-18,2.22,4.1 and up
14-Jun-16,1.2,4.1 and up
7-Jun-18,1.4.0,2.3 and up
23-Sep-17,1.1,4.2 and up
20-Mar-18,1.2,4.0 and up
12-Mar-18,1.0.0.1,4.0 and up
21-May-18,2.5,4.1 and up
2-May-18,1.1,5.0 and up
29-Jun-18,1.6,4.0 and up
23-Jul-18,3.52.0,5.0 and up
21-May-18,Arrow-202,4.1 and up
4-Nov-15,3.1.891,Varies with device
9-Jul-18,2.10.7,4.3 and up
5-Apr-17,4.1,2.3.3 and up
29-Mar-17,1,4.1 and up
22-Aug-17,3.1.0,4.4 and up
23-Mar-17,1,4.0.3 and up
15-Dec-15,Varies with device,4.0.3 and up
4-Aug-18,Varies with device,Varies with device
18-May-18,1.8.12,4.4 and up
28-Jun-18,2.5.16.6,3.0 and up
20-Jun-18,4.4.9,4.1 and up
4-May-18,Varies with device,Varies with device
2-Aug-17,1,4.0 and up
2-Aug-18,1.5.8,4.4 and up
13-Mar-18,1.9,4.1 and up
17-Jan-18,3.2.7,2.1 and up
30-Jul-18,1.32,4.1 and up
23-Jul-18,3.1.1281,4.0.3 and up
6-May-18,Varies with device,Varies with device
3-Jul-18,1.16.32,Varies with device
5-Apr-18,3.2.3,4.0.3 and up
9-Jun-18,Varies with device,Varies with device
23-Jul-18,1.93,5.0 and up
10-Oct-17,2.4.1,4.0 and up
3-Aug-18,5.3.1,4.4 and up
30-Jul-18,3.2.9,4.1 and up
29-May-18,1,4.0 and up
9-May-17,2.1.1,5.0 and up
29-Sep-17,3.2.5,4.0 and up
19-Jul-18,1,5.0 and up
15-Feb-18,2,4.4 and up
30-Jan-18,1.2.2,4.2 and up
29-Jul-17,2.1,2.3 and up
3-Aug-18,2,4.0 and up
4-Jul-18,2.2.6,5.0 and up
12-Jul-18,1.73,4.3 and up
21-Mar-18,1.2,4.0.3 and up
2-Apr-18,1.5.4,4.4 and up
5-Feb-16,1.3,3.2 and up
9-Nov-16,1.3.9,2.3 and up
9-Apr-18,2.44,4.0 and up
24-Feb-18,1.1.4,4.1 and up
24-May-18,2.1,4.0.3 and up
4-Jul-18,4.3.6,4.1 and up
,,
17-Sep-16,1.2,4.2 and up
26-Mar-18,1.3.6,4.2 and up
26-May-16,1,4.0 and up
22-Sep-15,1.0.2,2.3 and up
1-Aug-18,1.6.5,4.1 and up
24-May-18,3.44.1,4.0.3 and up
3-Apr-18,5.403,4.0.3 and up
30-Oct-15,v1.1-20151030,4.0 and up
25-Apr-18,1.7.5,4.0 and up
17-Jan-18,1.0.7,4.1 and up
11-Jul-18,4.16.0,4.4 and up
10-Nov-14,1.2.5,4.1 and up
5-Apr-18,1.8 P,4.4 and up
4-Jul-17,2.3.2,4.0 and up
13-Oct-15,0.9.2,2.2 and up
7-Jun-18,3.44.2,4.0.3 and up
22-Mar-18,1.4.4,4.0.3 and up
19-Nov-15,1,2.3.3 and up
12-Feb-18,1.2.0,4.3 and up
29-May-18,7.0 RELEASE,4.0.3 and up
16-Aug-16,1.2,4.0 and up
5-Mar-18,4.4.1,4.4 and up
13-Jun-16,3.1.9,2.3 and up
16-Jul-18,2.2.180712.112152,5.0 and up
27-Jun-18,4.17.38,4.4 and up
10-Jun-18,1.5.0,4.1 and up
25-Jul-18,2.7.0,5.1 and up
11-Jul-18,2.0.0,4.1 and up
25-Jul-18,Varies with device,4.3 and up
30-Apr-18,2.4.1,4.1 and up
29-Nov-16,1.0.6,4.1 and up
24-Jul-18,1.39,4.4 and up
,,
26-Mar-18,Varies with device,Varies with device
19-Feb-16,1.8,4.0 and up
1-Aug-18,20.0.0.0,6.0 and up
31-Jul-17,1.1,4.1 and up
26-Apr-18,8.9.2.0.0,4.0.3 and up
26-Jul-16,1,2.0 and up
15-Mar-18,1,4.0.3 and up
3-Aug-18,4.1.2,4.3 and up
23-May-18,2.0.5,4.1 and up
6-Feb-17,1.0.1,4.0 and up
1-Nov-17,1.7,4.0.3 and up
31-Jul-18,4.17.2,4.1 and up
4-Aug-18,2.6.142,4.1 and up
31-Jul-17,Varies with device,4.1 and up
2-Aug-18,Varies with device,Varies with device
24-Jul-18,Varies with device,Varies with device
30-Jul-18,Varies with device,Varies with device
13-Jan-18,3.1,4.2 and up
,,
3-Aug-18,Varies with device,4.1 and up
27-Jul-18,3.2.5,4.1 and up
3-Aug-18,5.54,4.1 and up
20-Mar-18,3.9.1,4.2 and up
27-Jul-18,Varies with device,Varies with device
26-Nov-14,Varies with device,Varies with device
3-Oct-15,1.6,2.3 and up
15-Jul-15,1.5.2,2.3.3 and up
13-Jul-18,2.1.1,4.0.3 and up
30-Jul-18,11.10.1,4.1 and up
20-Mar-18,9.2.4,4.0.3 and up
2-Aug-18,Varies with device,Varies with device
18-Jul-18,1.9.7,4.0 and up
27-Jul-18,2.0.10,4.1 and up
9-Jul-18,3.6.5,4.1 and up
19-Mar-18,1.0.16,4.4 and up
26-Jul-18,5.0.1.3,4.3 and up
10-May-18,2.5_20,4.0 and up
21-May-18,6.2-pro,4.0 and up
21-May-18,6.2-lite,4.0 and up
6-Jul-15,1.1,2.3.3 and up
10-Jul-18,1.1,5.0 and up
31-Jul-18,2.0.2,4.4 and up
21-May-18,6.2-begina,4.0 and up
,,
14-Jun-18,1.0.7,5.0 and up
21-May-18,6.2-sayc,4.0 and up
19-May-15,1,2.3 and up
30-Oct-17,1.29,4.1 and up
10-May-17,NaN,4.0 and up
8-May-15,7,2.3.3 and up
22-May-18,1.0.6,4.0 and up
27-Mar-18,1,4.0.3 and up
12-Aug-16,1.18,4.0 and up
26-Jul-18,2.7.8,4.0 and up
23-Apr-18,1.7,4.1 and up
7-Mar-16,1.1,2.3 and up
26-Dec-16,3.1,4.3 and up
16-Jul-18,26.1.0.20180713,2.3.3 and up
11-Apr-18,1.0.3,4.0.3 and up
8-Nov-17,1,4.1 and up
18-Jul-18,4.0.7,4.0.3 and up
2-Dec-16,1,2.3 and up
29-Jun-18,1.22,4.0.3 and up
11-Feb-18,Varies with device,Varies with device
20-Apr-18,1.7,4.1 and up
9-Feb-18,8,4.0.3 and up
7-Jul-16,1.126,2.3.3 and up
9-Jul-17,1.1.10,3.0 and up
7-Feb-18,2.7,4.1 and up
18-May-17,1.2.4.69,2.3 and up
25-May-18,1.1.12,5.0 and up
16-Nov-16,2.0.0,4.0.3 and up
27-Aug-16,1.8.2,2.3 and up
17-May-16,1.1,2.2 and up
21-Aug-14,1,4.0 and up
29-Jan-18,2.1.10,2.3.3 and up
14-Mar-18,1.3,4.0.3 and up
,,
27-Jul-18,7.4.0,4.0.3 and up
3-May-17,1.1,2.3 and up
20-Apr-15,3.1.0,2.3 and up
12-Jan-17,3.7.1,4.1 and up
24-May-18,Varies with device,Varies with device
30-Jul-18,2.1,4.1 and up
1-Sep-17,5.4,4.0.3 and up
29-Jul-18,1.1,4.4 and up
19-Dec-17,1.0.2,4.4 and up
,,
3-May-17,1,4.0.3 and up
15-Jul-18,1.2,4.1 and up
7-Jul-18,2.3,4.4 and up
26-Feb-18,2,4.4W and up
11-Sep-13,1,2.2 and up
7-Aug-16,0.0.1,4.2 and up
23-Jun-18,1.0.6,4.0 and up
6-Jan-17,0.1,2.3 and up
23-May-16,9,4.0.3 and up
17-Jul-18,1,5.0 and up
8-Aug-15,0.1.1,4.2 and up
3-Aug-18,Varies with device,Varies with device
5-Sep-17,1.6,2.3 and up
7-Dec-17,2.2,4.1 and up
25-Jan-16,1.1,4.0.3 and up
